RESOURCE_ID,CLAIM_ID,TYP_RESSOURCE,MONTANT,DT_DEBUT,DT_FIN
RES000458,CLM001028,Rente SS,2485.79,2025-08-06,
RES000459,CLM001029,Rente SS,2071.54,2025-10-29,
RES000460,CLM001029,Salaire,1470.42,2024-10-08,
RES000461,CLM001034,Salaire,1965.06,2025-03-06,
RES000462,CLM001038,PE,1093.48,2025-10-16,2025-12-23
RES000463,CLM001038,Rente SS,1148.29,2025-09-22,2025-10-23
RES000464,CLM001041,Rente SS,1920.07,2023-12-06,
RES000465,CLM001041,PE,937.37,2025-07-12,2025-10-18
RES000466,CLM001042,PE,696.99,2025-04-26,2025-09-04
RES000467,CLM001043,Salaire,379.59,2025-07-14,2025-11-19
RES000468,CLM001043,PE,1779.36,2025-04-06,2025-07-04
RES000469,CLM001044,Autre,1318.14,2025-11-05,
RES000470,CLM001047,PE,1072.49,2023-12-15,
RES000471,CLM001049,Rente SS,1864.99,2025-11-08,2025-12-21
RES000472,CLM001049,Salaire,2095.09,2025-10-31,2025-12-19
RES000473,CLM001052,PE,1442.44,2024-11-29,
RES000474,CLM001052,Rente SS,2075.06,2025-10-19,
RES000475,CLM001059,Salaire,528.86,2025-08-27,
RES000476,CLM001059,Rente SS,1761.02,2023-11-20,
RES000477,CLM001061,Rente SS,1706.31,2025-05-25,
RES000478,CLM001061,Autre,314.65,2025-07-10,
RES000479,CLM001064,Salaire,1569.37,2025-07-28,
RES000480,CLM001067,Rente SS,973.5,2025-11-29,
RES000481,CLM001067,PE,1934.23,2025-08-16,2025-12-07
RES000482,CLM001068,Rente SS,380.22,2025-01-29,
RES000483,CLM001071,PE,479.35,2024-09-02,
RES000484,CLM001071,Salaire,378.34,2024-05-31,
RES000485,CLM001074,PE,2223.28,2024-08-04,
RES000486,CLM001080,PE,886.54,2025-02-13,
RES000487,CLM001080,Rente SS,1591.62,2023-07-07,2023-08-12
RES000488,CLM001084,Rente SS,719.2,2024-03-18,2025-11-16
RES000489,CLM001086,PE,1451.38,2024-06-19,
RES000490,CLM001093,PE,1295.42,2024-09-07,
RES000491,CLM001095,PE,2048.49,2025-11-27,
RES000492,CLM001095,Rente SS,406.36,2025-12-01,2025-12-31
RES000493,CLM001096,Rente SS,2388.29,2025-09-26,
RES000494,CLM001096,PE,865.32,2025-10-24,
RES000495,CLM001098,Autre,426.1,2023-03-05,
RES000496,CLM001098,Salaire,2183.1,2023-10-05,
RES000497,CLM001098,PE,1414.1,2023-05-17,2024-08-06
RES000498,CLM001100,Rente SS,2384.24,2025-04-25,
RES000499,CLM001116,Salaire,1524.6,2024-04-24,2025-07-16
RES000500,CLM001116,Autre,1448.47,2025-05-13,
RES000501,CLM001116,Rente SS,613.55,2024-11-10,
RES000502,CLM001119,Rente SS,936.89,2025-03-01,
RES000503,CLM001119,Salaire,844.59,2025-05-21,
RES000504,CLM001120,Rente SS,2045.44,2025-11-22,2025-12-30
RES000505,CLM001124,Salaire,1969.03,2024-12-29,
RES000506,CLM001124,Rente SS,1758.93,2025-07-01,
RES000507,CLM001126,Autre,1650.99,2024-10-14,2025-09-04
RES000508,CLM001133,Salaire,1803.46,2025-07-30,
RES000509,CLM001143,PE,2467.97,2024-08-27,
RES000510,CLM001143,Rente SS,1903.7,2023-10-24,2025-03-29
RES000511,CLM001144,Salaire,1814.07,2025-10-30,2025-12-10
RES000512,CLM001144,Rente SS,389.03,2025-06-03,
RES000513,CLM001150,PE,2078.16,2023-05-02,
RES000514,CLM001150,Autre,1697.15,2024-11-09,
RES000515,CLM001150,Rente SS,620.62,2022-12-31,
RES000516,CLM001152,Rente SS,2353.79,2025-05-29,
RES000517,CLM001152,PE,2158.75,2024-06-26,2024-08-31
RES000518,CLM001153,Rente SS,1043.04,2025-04-06,2025-08-17
RES000519,CLM001161,Autre,800.68,2024-11-07,2025-10-29
RES000520,CLM001161,PE,2326.25,2022-06-08,
RES000521,CLM001161,Salaire,2353.14,2025-04-06,
RES000522,CLM001162,PE,458.9,2025-08-13,
RES000523,CLM001163,PE,403.94,2025-10-12,
RES000524,CLM001163,Rente SS,1144.05,2025-11-24,
RES000525,CLM001172,PE,1954.91,2025-10-07,
RES000526,CLM001173,Rente SS,1650.44,2023-11-27,
RES000527,CLM001173,PE,1809.27,2024-08-03,
RES000528,CLM001174,PE,761.12,2025-06-09,
RES000529,CLM001177,Rente SS,1837.29,2023-10-12,
RES000530,CLM001177,PE,2287.89,2022-11-09,2023-05-31
RES000531,CLM001177,Salaire,335.7,2022-11-22,
RES000532,CLM001185,Rente SS,1600.8,2025-11-01,
RES000533,CLM001185,PE,1854.65,2024-07-20,2024-09-07
RES000534,CLM001186,Rente SS,1774.36,2024-05-14,
RES000535,CLM001195,Rente SS,1912.73,2024-05-19,
RES000536,CLM001198,Salaire,1691.91,2024-11-20,2025-03-22
RES000537,CLM001202,Rente SS,845.85,2023-10-03,2024-12-30
RES000538,CLM001202,Salaire,1598.32,2025-03-22,
RES000539,CLM001202,Autre,2098.2,2025-06-21,
RES000540,CLM001208,Rente SS,2252.77,2025-07-08,
RES000541,CLM001208,Autre,1415.44,2025-08-22,
RES000542,CLM001215,Salaire,2441.69,2025-08-10,2025-12-22
RES000543,CLM001215,Rente SS,889.47,2025-07-16,
RES000544,CLM001215,PE,1148.68,2025-07-18,
RES000545,CLM001218,PE,2028.35,2025-02-01,
RES000546,CLM001218,Autre,1454.96,2025-02-06,2025-10-04
RES000547,CLM001229,PE,548.16,2025-07-21,
RES000548,CLM001229,Salaire,464.19,2022-12-22,
RES000549,CLM001229,Autre,1276.38,2025-09-06,2025-11-30
RES000550,CLM001231,PE,1317.37,2025-05-18,
RES000551,CLM001232,Rente SS,564.17,2024-01-18,
RES000552,CLM001235,PE,1566.59,2025-09-16,
RES000553,CLM001239,Rente SS,1856.73,2025-08-15,
RES000554,CLM001239,Salaire,2000.75,2025-06-04,2025-07-26
RES000555,CLM001239,PE,1256.59,2025-05-24,2025-11-27
RES000556,CLM001248,Salaire,671.9,2025-02-15,
RES000557,CLM001248,Autre,541.51,2023-07-03,2025-10-03
RES000558,CLM001249,PE,1778.67,2025-08-20,
RES000559,CLM001249,Rente SS,469.51,2025-08-12,
RES000560,CLM001253,Rente SS,2333.86,2025-08-01,2025-12-24
RES000561,CLM001253,PE,2221.79,2024-12-26,2025-05-12
RES000562,CLM001262,Salaire,1977.5,2025-10-23,
RES000563,CLM001263,Salaire,1232.49,2025-06-16,2025-10-25
RES000564,CLM001263,Rente SS,1308.57,2025-10-30,
RES000565,CLM001265,PE,731.3,2025-01-14,
RES000566,CLM001265,Salaire,531.99,2024-12-09,
RES000567,CLM001266,Rente SS,760.15,2025-09-03,2025-11-18
RES000568,CLM001270,PE,2221.24,2025-10-24,
RES000569,CLM001275,PE,1566.84,2024-01-20,2025-03-31
RES000570,CLM001275,Autre,1099.67,2025-03-02,2025-12-09
RES000571,CLM001275,Rente SS,566.55,2025-06-23,
RES000572,CLM001276,Salaire,436.67,2025-06-06,2025-09-05
RES000573,CLM001276,PE,541.82,2025-09-17,
RES000574,CLM001279,Rente SS,2003.46,2024-02-19,
RES000575,CLM001281,PE,480.71,2025-08-30,
RES000576,CLM001281,Salaire,954.37,2025-10-25,
RES000577,CLM001285,Salaire,2049.21,2025-06-10,
RES000578,CLM001285,Rente SS,1973.28,2024-01-17,2025-06-18
RES000579,CLM001286,Salaire,2020.98,2024-02-04,
RES000580,CLM001287,Salaire,504.73,2024-01-09,
RES000581,CLM001288,Rente SS,1766.61,2025-08-16,
RES000582,CLM001288,Autre,2096.44,2025-10-17,
RES000583,CLM001290,PE,414.99,2025-06-12,2025-10-11
RES000584,CLM001290,Rente SS,2146.44,2024-09-20,2025-06-14
RES000585,CLM001291,PE,754.28,2023-02-04,2023-06-27
RES000586,CLM001291,Salaire,2330.63,2022-09-29,2023-03-18
RES000587,CLM001294,Rente SS,931.2,2023-10-19,2025-12-30
RES000588,CLM001299,Rente SS,395.19,2025-11-29,
RES000589,CLM001299,PE,1211.96,2025-01-10,
RES000590,CLM001302,PE,468.03,2024-05-12,2024-07-21
RES000591,CLM001303,Salaire,2014.75,2024-09-13,
RES000592,CLM001305,PE,382.36,2023-01-16,
RES000593,CLM001305,Rente SS,1596.84,2023-04-07,
RES000594,CLM001309,PE,1702.59,2024-10-07,2025-08-26
RES000595,CLM001309,Rente SS,1368.59,2024-02-25,
RES000596,CLM001312,PE,2313.9,2023-12-29,
RES000597,CLM001312,Rente SS,797.01,2023-03-30,2023-10-01
RES000598,CLM001316,Rente SS,1473.05,2024-07-02,
RES000599,CLM001317,Rente SS,1402.15,2025-11-26,2025-12-28
RES000600,CLM001322,Rente SS,2062.83,2024-02-24,
RES000601,CLM001323,Rente SS,1015.51,2025-08-20,
RES000602,CLM001325,PE,2130.58,2025-09-25,2025-11-09
RES000603,CLM001325,Salaire,1183.08,2024-12-26,
RES000604,CLM001331,Salaire,2089.02,2024-06-17,2025-12-05
RES000605,CLM001332,Rente SS,2328.22,2025-11-30,
RES000606,CLM001333,Salaire,1486.28,2024-02-11,
RES000607,CLM001338,PE,1858.01,2023-12-07,2025-09-17
RES000608,CLM001338,Rente SS,729.2,2025-06-20,
RES000609,CLM001340,PE,857.05,2025-08-27,2025-10-21
RES000610,CLM001340,Rente SS,1964.82,2025-11-12,2025-12-19
RES000611,CLM001340,Autre,430.15,2025-09-02,
RES000612,CLM001342,Autre,1799.65,2023-09-20,2024-02-06
RES000613,CLM001342,Salaire,886.25,2025-04-28,2025-10-23
RES000614,CLM001344,PE,2188.83,2024-07-24,
RES000615,CLM001344,Rente SS,973.64,2023-12-30,
RES000616,CLM001345,PE,505.35,2025-04-12,2025-07-01
RES000617,CLM001345,Salaire,1603.25,2025-01-25,2025-10-11
RES000618,CLM001350,Salaire,885.81,2024-09-07,2025-10-10
RES000619,CLM001350,Rente SS,2000.57,2025-09-21,2025-11-08
RES000620,CLM001352,Salaire,420.95,2024-11-15,
RES000621,CLM001352,Autre,1218.94,2025-10-27,
RES000622,CLM001357,Rente SS,1490.14,2024-01-27,
RES000623,CLM001357,Salaire,2349.29,2025-08-09,2025-10-29
RES000624,CLM001357,PE,327.12,2025-04-16,2025-10-26
RES000625,CLM001359,Rente SS,884.96,2024-03-06,
RES000626,CLM001362,Autre,1599.86,2025-01-02,
RES000627,CLM001362,PE,1476.97,2024-08-22,2025-10-20
RES000628,CLM001362,Rente SS,2313.78,2025-04-05,
RES000629,CLM001366,PE,1033.89,2024-02-23,
RES000630,CLM001366,Rente SS,694.5,2024-05-12,2025-03-27
RES000631,CLM001367,PE,1320.42,2024-12-18,2025-01-25
RES000632,CLM001367,Rente SS,906.47,2025-08-13,
RES000633,CLM001368,Rente SS,1322.43,2025-03-03,2025-09-25
RES000634,CLM001368,PE,585.95,2025-08-08,2025-10-14
RES000635,CLM001372,Salaire,1003.78,2025-04-08,
RES000636,CLM001372,Autre,1243.28,2024-11-06,2025-06-11
RES000637,CLM001373,Salaire,600.44,2024-05-23,2025-05-23
RES000638,CLM001373,Rente SS,1497.65,2024-10-23,
RES000639,CLM001381,PE,1270.1,2025-10-09,
RES000640,CLM001381,Autre,1467.06,2025-09-07,2025-11-02
RES000641,CLM001387,Salaire,377.58,2024-10-03,
RES000642,CLM001387,Rente SS,398.47,2024-01-10,
RES000643,CLM001390,Salaire,582.94,2025-04-06,2025-09-26
RES000644,CLM001390,Rente SS,1430.1,2024-07-13,2025-08-26
RES000645,CLM001392,Rente SS,987.23,2025-02-19,2025-04-16
RES000646,CLM001392,Salaire,1302.28,2024-08-10,2024-10-07
RES000647,CLM001394,Salaire,1457.39,2022-12-11,2023-05-09
RES000648,CLM001394,PE,332.46,2025-05-17,2025-07-06
RES000649,CLM001405,PE,1891.42,2024-02-11,
RES000650,CLM001406,PE,466.41,2025-07-16,2025-12-19
RES000651,CLM001406,Rente SS,1228.92,2024-11-22,
RES000652,CLM001407,Salaire,1452.53,2025-10-16,2025-11-16
RES000653,CLM001417,PE,777.43,2025-10-04,
RES000654,CLM001417,Salaire,1769.76,2024-09-09,
RES000655,CLM001420,PE,2110.98,2024-09-10,
RES000656,CLM001430,PE,850.62,2024-03-19,2025-04-23
RES000657,CLM001435,PE,1634.66,2025-10-10,2025-12-10
RES000658,CLM001437,PE,1568.15,2024-10-30,
RES000659,CLM001437,Autre,2418.76,2025-05-21,
RES000660,CLM001444,Rente SS,2024.47,2024-07-10,2025-07-02
RES000661,CLM001444,PE,2408.19,2025-11-07,
RES000662,CLM001449,PE,1859.59,2025-08-01,2025-09-21
RES000663,CLM001449,Rente SS,1282.55,2023-05-30,2024-01-11
RES000664,CLM001450,PE,1458.36,2025-11-23,
RES000665,CLM001452,Autre,1368.46,2023-08-21,2023-11-12
RES000666,CLM001454,Rente SS,1024.16,2024-11-05,
RES000667,CLM001454,Autre,944.15,2025-09-27,2025-12-19
RES000668,CLM001455,Autre,1789.09,2024-10-01,2025-12-21
RES000669,CLM001456,Salaire,1769.84,2025-10-11,
RES000670,CLM001457,PE,402.59,2024-06-13,
RES000671,CLM001457,Salaire,1976.2,2025-03-24,
RES000672,CLM001460,PE,1755.32,2023-04-17,
RES000673,CLM001476,Rente SS,2098.94,2024-04-14,
RES000674,CLM001476,PE,1287.88,2024-10-25,2025-02-16
RES000675,CLM001481,PE,1243.65,2024-08-12,2025-08-17
RES000676,CLM001481,Salaire,2250.47,2023-06-21,
RES000677,CLM001496,PE,1606.45,2023-08-18,
RES000678,CLM001496,Rente SS,474.6,2022-10-27,
RES000679,CLM001497,Salaire,2011.08,2025-01-24,2025-07-24
RES000680,CLM001498,PE,2162.78,2025-07-11,
RES000681,CLM001498,Salaire,1400.64,2025-05-24,
RES000682,CLM001510,Salaire,567.89,2025-05-01,
RES000683,CLM001512,PE,1621.98,2025-01-07,2025-09-13
RES000684,CLM001513,PE,730.7,2025-10-24,
RES000685,CLM001513,Autre,1414.43,2025-07-30,
RES000686,CLM001514,PE,1564.04,2024-12-13,2025-08-15
RES000687,CLM001514,Salaire,1665.98,2025-04-18,2025-07-06
RES000688,CLM001514,Rente SS,314.16,2024-08-23,2025-03-08
RES000689,CLM001515,Autre,1413.03,2024-08-27,2024-10-01
RES000690,CLM001515,PE,2076.74,2024-04-25,
RES000691,CLM001515,Salaire,1706.91,2024-05-03,
RES000692,CLM001523,PE,1885.79,2025-10-09,2025-11-21
RES000693,CLM001528,Rente SS,2321.6,2025-03-30,
RES000694,CLM001531,PE,826.75,2025-10-05,2025-11-17
RES000695,CLM001537,PE,745.63,2024-10-01,
RES000696,CLM001542,PE,510.36,2025-09-14,
RES000697,CLM001555,Salaire,2401.22,2025-05-22,
RES000698,CLM001555,PE,2186.0,2024-04-24,
RES000699,CLM001557,PE,409.26,2024-12-13,2025-04-28
RES000700,CLM001557,Rente SS,1574.32,2024-11-15,
RES000701,CLM001561,Salaire,328.71,2025-11-13,2025-12-14
RES000702,CLM001561,Autre,1262.02,2025-04-10,
RES000703,CLM001561,PE,1541.09,2024-09-05,
RES000704,CLM001562,PE,1678.03,2025-10-14,
RES000705,CLM001562,Rente SS,768.32,2025-08-16,
RES000706,CLM001562,Autre,1840.61,2025-07-28,2025-10-15
RES000707,CLM001566,Rente SS,1384.81,2023-09-12,
RES000708,CLM001566,PE,1087.19,2025-09-24,
RES000709,CLM001570,Salaire,1673.72,2024-07-27,2024-09-30
RES000710,CLM001570,Rente SS,1901.9,2025-11-22,
RES000711,CLM001574,Salaire,759.21,2025-04-29,
RES000712,CLM001582,PE,1945.91,2024-07-08,
RES000713,CLM001584,Rente SS,1820.19,2025-08-02,2025-10-06
RES000714,CLM001588,PE,2303.49,2025-11-12,2025-12-28
RES000715,CLM001588,Rente SS,602.94,2025-11-13,
RES000716,CLM001591,PE,2375.34,2023-09-15,
RES000717,CLM001591,Salaire,1328.83,2022-02-03,
RES000718,CLM001591,Rente SS,1063.07,2025-02-28,
RES000719,CLM001593,Salaire,1208.89,2023-12-03,
RES000720,CLM001597,Rente SS,863.51,2025-09-14,
RES000721,CLM001600,PE,1567.99,2024-01-01,2025-08-03
RES000722,CLM001600,Autre,2334.23,2023-02-26,
RES000723,CLM001602,Rente SS,2157.02,2025-04-19,
RES000724,CLM001613,PE,709.95,2025-05-07,2025-09-26
RES000725,CLM001613,Autre,1889.72,2025-06-12,
RES000726,CLM001614,Salaire,2455.62,2025-06-21,2025-08-22
RES000727,CLM001614,PE,1774.52,2025-07-30,
RES000728,CLM001615,Salaire,1272.47,2025-08-10,
RES000729,CLM001615,Rente SS,973.31,2025-08-04,2025-11-29
RES000730,CLM001615,PE,1916.56,2025-10-26,
RES000731,CLM001616,Autre,2422.76,2023-12-04,
RES000732,CLM001616,Rente SS,2305.81,2025-06-14,2025-10-11
RES000733,CLM001618,Salaire,1636.15,2025-06-10,
RES000734,CLM001618,Autre,2073.44,2025-06-20,2025-12-02
RES000735,CLM001621,Rente SS,2352.26,2025-02-14,2025-06-15
RES000736,CLM001621,PE,1926.69,2025-03-12,
RES000737,CLM001627,Salaire,2088.27,2025-03-28,2025-08-13
RES000738,CLM001629,Salaire,1263.42,2023-07-09,
RES000739,CLM001629,PE,759.59,2025-02-18,
RES000740,CLM001632,Salaire,612.9,2023-11-04,2025-09-20
RES000741,CLM001635,Salaire,1766.87,2025-10-07,
RES000742,CLM001647,Rente SS,674.09,2024-12-26,2025-06-15
RES000743,CLM001647,Salaire,1366.52,2024-09-10,
RES000744,CLM001647,PE,1657.86,2025-03-17,2025-08-10
RES000745,CLM001650,Rente SS,2451.24,2024-05-16,
RES000746,CLM001656,PE,1539.36,2025-09-02,2025-12-01
RES000747,CLM001656,Rente SS,625.71,2024-01-05,
RES000748,CLM001659,Rente SS,2442.3,2025-10-16,2025-11-23
RES000749,CLM001659,PE,2377.04,2025-11-23,2025-12-28
RES000750,CLM001664,Salaire,935.66,2025-10-25,
RES000751,CLM001670,PE,1468.71,2024-10-03,2025-10-19
RES000752,CLM001671,PE,922.97,2025-04-05,
RES000753,CLM001671,Rente SS,1610.62,2025-06-24,
RES000754,CLM001676,PE,689.22,2025-03-09,
RES000755,CLM001677,Salaire,1609.37,2025-08-14,2025-12-26
RES000756,CLM001683,Salaire,1437.27,2023-02-14,
RES000757,CLM001690,Autre,2202.56,2023-03-29,
RES000758,CLM001697,Rente SS,988.39,2023-07-03,
RES000759,CLM001701,Rente SS,510.68,2024-12-13,2025-06-16
RES000760,CLM001705,Salaire,997.8,2025-08-06,2025-09-14
RES000761,CLM001705,Autre,1734.41,2025-08-17,
RES000762,CLM001705,PE,389.43,2025-06-17,2025-12-15
RES000763,CLM001720,Salaire,1495.55,2025-11-04,2025-12-08
RES000764,CLM001720,Rente SS,1655.64,2025-09-26,2025-11-05
RES000765,CLM001722,Rente SS,1211.28,2024-12-08,
RES000766,CLM001722,Salaire,1147.47,2024-11-25,
RES000767,CLM001725,PE,1035.4,2025-08-11,2025-12-28
RES000768,CLM001725,Salaire,541.85,2024-04-09,
RES000769,CLM001728,Salaire,802.92,2025-05-14,
RES000770,CLM001728,PE,326.09,2025-09-15,
RES000771,CLM001729,Salaire,2115.34,2023-09-27,
RES000772,CLM001730,Rente SS,420.36,2024-02-07,2024-06-13
RES000773,CLM001735,Autre,1738.18,2022-11-01,
RES000774,CLM001735,Rente SS,2043.08,2023-11-09,2024-04-16
RES000775,CLM001737,PE,611.8,2025-10-23,
RES000776,CLM001740,Salaire,389.82,2025-04-13,
RES000777,CLM001740,Rente SS,737.41,2025-04-03,2025-05-14
RES000778,CLM001741,Rente SS,378.7,2023-10-13,
RES000779,CLM001741,Salaire,1129.0,2025-03-17,
RES000780,CLM001741,PE,1153.75,2023-03-17,2025-03-05
RES000781,CLM001742,Salaire,2471.19,2023-11-22,
RES000782,CLM001742,PE,1746.83,2023-12-15,
RES000783,CLM001743,Salaire,593.58,2024-02-25,2024-12-16
RES000784,CLM001743,PE,1457.45,2022-11-20,
RES000785,CLM001743,Rente SS,2498.19,2025-03-15,2025-06-11
RES000786,CLM001755,Autre,1211.03,2024-11-25,2025-11-25
RES000787,CLM001755,Salaire,1263.97,2025-06-27,
RES000788,CLM001755,Rente SS,1548.37,2024-11-11,
RES000789,CLM001761,Rente SS,927.24,2024-09-03,
RES000790,CLM001761,Salaire,1664.32,2025-11-14,2025-12-21
RES000791,CLM001761,PE,2461.94,2024-12-19,
RES000792,CLM001768,PE,1694.15,2025-02-10,
RES000793,CLM001768,Salaire,2499.06,2024-12-06,2025-11-25
RES000794,CLM001772,Rente SS,731.39,2025-08-02,2025-11-29
RES000795,CLM001775,Salaire,2082.92,2025-10-20,2025-11-24
RES000796,CLM001775,Rente SS,2249.63,2025-06-09,2025-07-29
RES000797,CLM001777,Salaire,2319.12,2025-07-25,
RES000798,CLM001781,Salaire,350.35,2024-07-26,
RES000799,CLM001781,PE,2305.62,2023-11-27,
RES000800,CLM001785,PE,1563.8,2024-06-19,2025-07-24
RES000801,CLM001785,Rente SS,2179.65,2025-06-14,
RES000802,CLM001792,Rente SS,2324.02,2024-05-22,2025-04-11
RES000803,CLM001801,Salaire,1818.8,2025-11-11,
RES000804,CLM001804,Salaire,1117.04,2025-01-02,
RES000805,CLM001804,Rente SS,1912.6,2025-04-18,
RES000806,CLM001811,PE,929.33,2025-10-20,
RES000807,CLM001816,Salaire,560.67,2025-09-05,
RES000808,CLM001816,Autre,1024.47,2025-09-26,2025-12-05
RES000809,CLM001818,Rente SS,1370.17,2025-07-28,2025-11-18
RES000810,CLM001825,PE,1618.21,2025-08-28,
RES000811,CLM001830,PE,2373.63,2025-01-05,2025-10-24
RES000812,CLM001842,Rente SS,1089.87,2024-08-16,2024-10-14
RES000813,CLM001843,PE,1773.63,2025-01-26,
RES000814,CLM001855,PE,2326.13,2025-08-25,2025-11-29
RES000815,CLM001855,Salaire,1733.75,2025-08-24,2025-11-20
RES000816,CLM001877,Rente SS,1623.21,2025-11-17,
RES000817,CLM001877,Salaire,512.53,2025-06-19,2025-11-22
RES000818,CLM001878,Salaire,2399.57,2023-12-18,2024-03-21
RES000819,CLM001878,PE,955.71,2025-01-06,2025-06-05
RES000820,CLM001879,Salaire,1637.25,2024-06-28,
RES000821,CLM001879,Rente SS,1658.27,2024-01-09,
RES000822,CLM001883,Rente SS,1769.03,2025-09-20,2025-12-20
RES000823,CLM001883,Salaire,662.42,2025-03-02,
RES000824,CLM001889,Salaire,794.25,2025-07-24,2025-12-29
RES000825,CLM001894,PE,780.68,2025-08-03,
RES000826,CLM001895,Salaire,1588.83,2024-07-17,
RES000827,CLM001895,Rente SS,2187.8,2025-08-28,
RES000828,CLM001895,PE,1108.72,2024-07-13,2025-12-03
RES000829,CLM001897,Rente SS,671.79,2023-10-04,2025-08-24
RES000830,CLM001897,PE,980.1,2024-08-10,2025-05-22
RES000831,CLM001898,Rente SS,1480.13,2024-08-23,
RES000832,CLM001908,Salaire,1170.36,2024-08-02,2025-10-19
RES000833,CLM001915,Autre,875.09,2025-09-07,2025-10-15
RES000834,CLM001915,PE,1585.87,2025-01-30,2025-07-21
RES000835,CLM001915,Salaire,389.47,2024-05-04,2025-03-25
RES000836,CLM001916,Rente SS,1999.47,2025-07-17,
RES000837,CLM001922,Autre,780.76,2024-12-26,
RES000838,CLM001922,PE,492.69,2025-11-06,2025-12-25
RES000839,CLM001923,Rente SS,1230.05,2023-10-02,
RES000840,CLM001924,Rente SS,1265.86,2022-06-11,
RES000841,CLM001927,PE,1926.18,2025-08-20,
RES000842,CLM001927,Salaire,1602.73,2025-11-19,
RES000843,CLM001929,Rente SS,365.54,2025-05-07,
RES000844,CLM001929,Salaire,477.81,2024-10-26,2025-02-16
RES000845,CLM001929,PE,727.04,2025-04-26,2025-10-02
RES000846,CLM001931,Salaire,1983.32,2025-07-27,
RES000847,CLM001931,Rente SS,618.17,2025-10-02,
RES000848,CLM001931,PE,430.81,2024-11-06,
RES000849,CLM001933,Salaire,1220.43,2025-02-25,2025-11-12
RES000850,CLM001933,Rente SS,1900.89,2024-06-30,
RES000851,CLM001934,PE,2393.86,2024-06-20,2024-11-06
RES000852,CLM001934,Salaire,490.61,2025-11-12,2025-12-31
RES000853,CLM001935,PE,2326.96,2024-06-08,
RES000854,CLM001935,Autre,1792.15,2025-07-09,
RES000855,CLM001937,Autre,716.58,2025-10-06,
RES000856,CLM001937,PE,404.67,2025-01-25,2025-11-10
RES000857,CLM001939,PE,2172.14,2025-08-21,
RES000858,CLM001939,Salaire,1836.52,2025-09-13,2025-11-02
RES000859,CLM001939,Rente SS,2446.5,2025-04-27,
RES000860,CLM001940,Autre,2251.68,2025-05-19,
RES000861,CLM001940,PE,1007.99,2025-11-26,
RES000862,CLM001947,PE,649.61,2024-03-28,
RES000863,CLM001948,Salaire,971.26,2025-07-02,
RES000864,CLM001951,PE,811.5,2025-05-30,2025-07-03
RES000865,CLM001951,Rente SS,1824.23,2025-10-24,2025-12-12
RES000866,CLM001962,Rente SS,843.06,2024-12-14,
RES000867,CLM001962,Salaire,2284.09,2024-11-23,
RES000868,CLM001962,Autre,368.88,2025-10-01,
RES000869,CLM001963,Autre,1377.34,2025-10-23,
RES000870,CLM001965,Rente SS,1742.73,2025-07-03,
RES000871,CLM001966,Autre,2109.77,2025-09-30,
RES000872,CLM001966,Rente SS,681.57,2025-09-26,
RES000873,CLM001966,Salaire,633.21,2025-11-14,
RES000874,CLM001968,Autre,1272.13,2025-11-16,
RES000875,CLM001968,PE,1551.81,2025-11-26,
RES000876,CLM001968,Rente SS,2328.96,2025-10-17,2025-11-17
RES000877,CLM001971,Rente SS,982.88,2025-04-21,
RES000878,CLM001971,Salaire,1254.32,2024-02-02,
RES000879,CLM001975,Autre,1951.57,2023-06-01,
RES000880,CLM001977,PE,1905.29,2025-05-10,2025-08-15
RES000881,CLM001980,Rente SS,1810.01,2024-10-11,2025-02-26
RES000882,CLM001987,Rente SS,2406.53,2025-09-21,2025-10-23
RES000883,CLM001987,Autre,1253.21,2024-02-15,
RES000884,CLM001990,PE,1451.99,2023-04-01,
RES000885,CLM001990,Salaire,2273.88,2025-10-22,2025-12-02
RES000886,CLM001995,Rente SS,1770.26,2024-11-22,
RES000887,CLM001995,PE,2100.78,2025-09-14,
RES000888,CLM001997,Salaire,2187.27,2023-01-29,
RES000889,CLM001997,PE,889.98,2025-04-30,2025-10-23
RES000890,CLM002000,Autre,1339.34,2025-10-24,2025-12-23
RES000891,CLM002000,PE,1561.72,2025-11-28,2025-12-31
RES000892,CLM002004,Rente SS,2387.73,2025-11-23,
RES000893,CLM002004,Autre,1525.04,2025-11-30,
RES000894,CLM002007,Salaire,1750.22,2023-01-11,
RES000895,CLM002010,Rente SS,1073.03,2025-01-08,
RES000896,CLM002011,Rente SS,1659.67,2025-04-17,2025-07-25
RES000897,CLM002011,PE,1921.32,2025-11-12,
RES000898,CLM002012,PE,1037.17,2025-01-07,
RES000899,CLM002015,Rente SS,1921.27,2025-10-27,
RES000900,CLM002015,Salaire,1372.27,2023-08-02,
RES000901,CLM002019,PE,1493.31,2025-03-05,
RES000902,CLM002019,Salaire,2479.4,2023-09-03,2024-05-15
RES000903,CLM002024,Autre,1485.45,2025-08-20,2025-11-04
RES000904,CLM002024,Rente SS,1458.3,2025-10-24,
RES000905,CLM002026,Autre,932.06,2025-09-23,
RES000906,CLM002029,PE,399.53,2025-10-06,2025-11-28
RES000907,CLM002035,Autre,2370.7,2024-07-21,2025-11-20
RES000908,CLM002035,PE,2446.82,2025-06-29,
RES000909,CLM002037,Autre,710.12,2025-07-09,
RES000910,CLM002043,Salaire,1729.85,2025-10-04,
RES000911,CLM002043,PE,2291.33,2025-10-25,
RES000912,CLM002043,Rente SS,751.4,2025-07-25,
RES000913,CLM002048,Autre,1454.75,2022-06-15,
